"","Var1","Var2","Freq"
"1706","","commute_35_44_mins.V1","3rd Qu.:-0.122088  "
"1707","","commute_35_44_mins.V1","Max.   :28.684467  "
"1708","","commute_35_44_mins.V1",""
"1709","","commute_60_more_mins.V1","Min.   :-0.209600  "
"1710","","commute_60_more_mins.V1","1st Qu.:-0.194837  "
"1711","","commute_60_more_mins.V1","Median :-0.170702  "
"1712","","commute_60_more_mins.V1","Mean   : 0.000000  "
"1713","","commute_60_more_mins.V1","3rd Qu.:-0.110652  "
"1714","","commute_60_more_mins.V1","Max.   :31.362459  "
"1715","","commute_60_more_mins.V1",""
"1716","","commute_less_10_mins","Min.   :    15  "
"1717","","commute_less_10_mins","1st Qu.:  1021  "
"1718","","commute_less_10_mins","Median :  2326  "
"1719","","commute_less_10_mins","Mean   :  5704  "
"1720","","commute_less_10_mins","3rd Qu.:  5344  "
"1721","","commute_less_10_mins","Max.   :311229  "
"1722","","commute_less_10_mins",NA
"1723","","commuters_16_over","Min.   :     36  "
"1724","","commuters_16_over","1st Qu.:   4226  "
"1725","","commuters_16_over","Median :  10079  "
"1726","","commuters_16_over","Mean   :  45005  "
"1727","","commuters_16_over","3rd Qu.:  27950  "
"1728","","commuters_16_over","Max.   :4435711  "
"1729","","commuters_16_over",NA
"1730","","hispanic_any_race","Min.   :      0  "
"1731","","hispanic_any_race","1st Qu.:    323  "
"1732","","hispanic_any_race","Median :   1025  "
"1733","","hispanic_any_race","Mean   :  17986  "
"1734","","hispanic_any_race","3rd Qu.:   4868  "
"1735","","hispanic_any_race","Max.   :4893579  "
"1736","","hispanic_any_race",NA
"1737","","pop_5_years_over","Mode:logical  "
"1738","","pop_5_years_over","NA's:3142     "
"1739","","pop_5_years_over",NA
"1740","","pop_5_years_over",NA
"1741","","pop_5_years_over",NA
"1742","","pop_5_years_over",NA
"1743","","pop_5_years_over",NA
"1744","","speak_only_english_at_home","Mode:logical  "
"1745","","speak_only_english_at_home","NA's:3142     "
"1746","","speak_only_english_at_home",NA
"1747","","speak_only_english_at_home",NA
"1748","","speak_only_english_at_home",NA
"1749","","speak_only_english_at_home",NA
"1750","","speak_only_english_at_home",NA
"1751","","speak_spanish_at_home","Mode:logical  "
"1752","","speak_spanish_at_home","NA's:3142     "
"1753","","speak_spanish_at_home",NA
"1754","","speak_spanish_at_home",NA
"1755","","speak_spanish_at_home",NA
"1756","","speak_spanish_at_home",NA
"1757","","speak_spanish_at_home",NA
"1758","","speak_spanish_at_home_low_english","Mode:logical  "
"1759","","speak_spanish_at_home_low_english","NA's:3142     "
"1760","","speak_spanish_at_home_low_english",NA
"1761","","speak_spanish_at_home_low_english",NA
"1762","","speak_spanish_at_home_low_english",NA
"1763","","speak_spanish_at_home_low_english",NA
"1764","","speak_spanish_at_home_low_english",NA
"1765","","pop_15_and_over","Mode:logical  "
"1766","","pop_15_and_over","NA's:3142     "
"1767","","pop_15_and_over",NA
"1768","","pop_15_and_over",NA
"1769","","pop_15_and_over",NA
"1770","","pop_15_and_over",NA
"1771","","pop_15_and_over",NA
"1772","","pop_never_married","Mode:logical  "
"1773","","pop_never_married","NA's:3142     "
"1774","","pop_never_married",NA
"1775","","pop_never_married",NA
"1776","","pop_never_married",NA
"1777","","pop_never_married",NA
"1778","","pop_never_married",NA
"1779","","pop_now_married","Mode:logical  "
"1780","","pop_now_married","NA's:3142     "
"1781","","pop_now_married",NA
"1782","","pop_now_married",NA
"1783","","pop_now_married",NA
"1784","","pop_now_married",NA
"1785","","pop_now_married",NA
"1786","","pop_separated","Mode:logical  "
"1787","","pop_separated","NA's:3142     "
"1788","","pop_separated",NA
"1789","","pop_separated",NA
"1790","","pop_separated",NA
"1791","","pop_separated",NA
"1792","","pop_separated",NA
"1793","","pop_widowed","Mode:logical  "
"1794","","pop_widowed","NA's:3142     "
"1795","","pop_widowed",NA
"1796","","pop_widowed",NA
"1797","","pop_widowed",NA
"1798","","pop_widowed",NA
"1799","","pop_widowed",NA
"1800","","pop_divorced","Mode:logical  "
"1801","","pop_divorced","NA's:3142     "
"1802","","pop_divorced",NA
"1803","","pop_divorced",NA
"1804","","pop_divorced",NA
"1805","","pop_divorced",NA
"1806","","pop_divorced",NA
"1807","","   do_date","Min.   :20132017  "
"1808","","   do_date","1st Qu.:20132017  "
"1809","","   do_date","Median :20132017  "
"1810","","   do_date","Mean   :20132017  "
"1811","","   do_date","3rd Qu.:20132017  "
"1812","","   do_date","Max.   :20132017  "
"1813","","   do_date",NA
